"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"07-Feb-2025","EQ","1,061.50","1,086.55","1,061.50","1,065.55","1,076.00","1,079.10","1,074.42","1,576.35","923.70","39,75,043","4,27,08,64,910.45","1,37,595"
"06-Feb-2025","EQ","1,062.10","1,076.75","1,058.05","1,061.20","1,065.00","1,065.55","1,067.87","1,576.35","923.70","38,89,634","4,15,36,21,605.45","1,52,875"
"05-Feb-2025","EQ","1,052.40","1,078.70","1,052.40","1,047.15","1,058.50","1,061.20","1,067.88","1,576.35","923.70","50,00,442","5,33,98,63,728.25","1,35,295"
"04-Feb-2025","EQ","1,022.45","1,053.90","1,014.70","1,012.70","1,050.00","1,047.15","1,038.06","1,576.35","923.70","98,61,468","10,23,68,44,118.05","1,99,686"
"03-Feb-2025","EQ","994.00","1,023.95","990.10","1,009.40","1,011.55","1,012.70","1,011.26","1,576.35","923.70","36,55,089","3,69,62,53,135.80","1,28,653"
"01-Feb-2025","EQ","977.00","1,023.00","972.40","991.20","1,009.00","1,009.40","1,009.35","1,576.35","923.70","60,54,296","6,11,08,85,761.05","1,69,927"
"31-Jan-2025","EQ","957.55","999.30","953.10","957.05","995.20","991.20","984.08","1,576.35","923.70","53,65,839","5,28,04,23,646.90","1,59,206"
"30-Jan-2025","EQ","948.30","967.40","946.10","948.30","959.50","957.05","960.48","1,576.35","923.70","45,09,409","4,33,11,93,783.65","1,38,667"
"29-Jan-2025","EQ","935.70","953.00","931.95","934.15","951.00","948.30","939.51","1,576.35","923.70","25,71,504","2,41,59,49,964.05","96,544"
"28-Jan-2025","EQ","937.35","948.95","925.70","926.45","935.70","934.15","937.53","1,576.35","923.70","57,08,478","5,35,18,64,723.80","1,56,085"
"27-Jan-2025","EQ","947.00","947.00","923.70","950.80","925.00","926.45","930.32","1,576.35","923.70","39,07,787","3,63,55,00,951.05","1,52,962"
"24-Jan-2025","EQ","970.85","973.00","948.25","970.95","950.00","950.80","959.07","1,576.35","926.45","29,38,649","2,81,83,84,276.25","1,28,948"
"23-Jan-2025","EQ","965.95","988.55","962.50","970.95","969.70","970.95","976.24","1,576.35","926.45","33,59,986","3,28,01,55,278.10","1,47,356"
"22-Jan-2025","EQ","964.45","977.55","949.15","960.45","970.05","970.95","959.03","1,576.35","926.45","26,39,472","2,53,13,34,971.75","1,01,453"
"21-Jan-2025","EQ","971.55","978.50","958.00","970.70","960.00","960.45","964.55","1,576.35","926.45","33,69,291","3,24,98,53,819.20","1,17,190"
"20-Jan-2025","EQ","966.20","980.45","948.10","970.95","970.00","970.70","966.74","1,576.35","926.45","44,85,164","4,33,60,00,501.10","1,40,069"
"17-Jan-2025","EQ","972.85","975.60","959.00","975.35","972.90","970.95","967.73","1,694.50","926.45","30,66,978","2,96,80,00,664.95","1,06,414"
"16-Jan-2025","EQ","967.00","990.65","967.00","962.45","977.50","975.35","980.76","1,694.50","926.45","39,48,431","3,87,24,75,963.20","1,72,189"
"15-Jan-2025","EQ","971.25","983.00","954.65","962.10","962.50","962.45","966.57","1,694.50","926.45","36,33,812","3,51,23,46,325.90","1,65,971"
"14-Jan-2025","EQ","945.10","979.30","945.10","941.70","964.00","962.10","967.95","1,694.50","926.45","57,35,697","5,55,18,63,702.65","1,62,328"
"13-Jan-2025","EQ","936.90","973.50","934.50","937.60","943.00","941.70","953.88","1,694.50","926.45","87,52,532","8,34,88,36,853.50","2,45,407"
"10-Jan-2025","EQ","971.75","975.00","933.05","980.90","938.80","937.60","948.51","1,694.50","926.45","56,11,356","5,32,24,00,942.85","2,06,468"
"09-Jan-2025","EQ","981.05","985.35","970.40","981.05","981.00","980.90","978.18","1,694.50","926.45","31,34,034","3,06,56,58,307.80","1,27,219"
"08-Jan-2025","EQ","985.90","986.00","967.10","983.60","980.40","981.05","977.52","1,694.50","926.45","37,81,895","3,69,68,73,312.95","1,11,540"
"07-Jan-2025","EQ","970.15","994.55","970.15","970.05","976.35","983.60","984.91","1,694.50","926.45","35,81,533","3,52,74,75,867.15","1,00,139"
"06-Jan-2025","EQ","1,004.95","1,004.95","963.20","997.90","970.00","970.05","978.71","1,694.50","926.45","33,70,654","3,29,88,86,734.30","1,05,249"
"03-Jan-2025","EQ","993.00","1,025.40","990.65","991.35","996.00","997.90","1,006.74","1,694.50","926.45","58,96,120","5,93,58,77,074.95","1,58,049"
"02-Jan-2025","EQ","975.50","998.00","968.80","969.40","996.00","991.35","983.35","1,694.50","926.45","39,56,740","3,89,08,67,269.10","1,12,313"
"01-Jan-2025","EQ","958.60","979.30","953.50","960.15","970.40","969.40","970.55","1,694.50","926.45","40,24,591","3,90,60,57,106.70","89,665"
"31-Dec-2024","EQ","958.00","961.45","949.05","963.50","960.55","960.15","955.89","1,694.50","926.45","22,95,670","2,19,44,10,923.15","81,920"
"30-Dec-2024","EQ","953.30","973.50","948.85","953.40","961.00","963.50","961.70","1,694.50","926.45","81,65,774","7,85,30,46,403.45","1,55,110"
"27-Dec-2024","EQ","933.05","971.10","933.05","931.95","954.00","953.40","958.32","1,694.50","926.45","63,00,341","6,03,77,68,107.05","1,53,980"
"26-Dec-2024","EQ","940.00","945.00","928.25","935.30","931.85","931.95","934.54","1,694.50","926.45","52,62,262","4,91,77,74,070.25","1,59,094"
"24-Dec-2024","EQ","941.00","946.00","929.80","945.70","936.60","935.30","936.86","1,694.50","926.45","56,03,093","5,24,93,40,087.85","1,64,385"
"23-Dec-2024","EQ","938.95","948.80","930.05","929.45","943.50","945.70","943.10","1,694.50","926.45","25,02,370","2,35,99,72,683.25","92,367"
"20-Dec-2024","EQ","960.00","966.85","926.45","964.40","930.90","929.45","940.88","1,694.50","926.45","44,66,131","4,20,20,74,295.15","1,70,098"
"19-Dec-2024","EQ","959.00","966.85","948.00","965.20","964.00","964.40","957.72","1,694.50","948.00","36,65,813","3,51,08,20,222.70","1,35,199"
"18-Dec-2024","EQ","976.80","979.30","960.50","975.65","967.50","965.20","967.99","1,694.50","960.50","29,58,191","2,86,34,99,012.35","1,38,369"
"17-Dec-2024","EQ","1,002.00","1,002.00","972.00","999.35","974.45","975.65","983.94","1,694.50","965.55","32,94,161","3,24,12,51,410.80","1,11,567"
"16-Dec-2024","EQ","987.90","1,007.95","985.55","986.65","998.20","999.35","998.57","1,694.50","965.55","30,58,066","3,05,36,91,934.35","1,15,304"
"13-Dec-2024","EQ","991.00","997.65","965.55","997.95","987.50","986.65","979.88","1,694.50","965.55","56,74,567","5,56,03,70,663.05","1,62,476"
"12-Dec-2024","EQ","986.00","1,005.50","986.00","984.85","998.00","997.95","998.56","1,694.50","966.40","57,71,673","5,76,33,63,907.15","1,01,466"
"11-Dec-2024","EQ","985.50","999.90","981.25","984.30","984.30","984.85","988.67","1,694.50","966.40","46,79,888","4,62,68,66,818.50","1,13,427"
"10-Dec-2024","EQ","983.00","988.40","979.10","982.60","983.60","984.30","983.98","1,694.50","966.40","38,43,321","3,78,17,37,830.05","99,395"
"09-Dec-2024","EQ","992.80","994.00","977.80","990.35","982.75","982.60","984.15","1,694.50","966.40","35,65,285","3,50,87,92,602.55","1,03,239"
"06-Dec-2024","EQ","1,000.00","1,003.05","986.30","998.20","988.35","990.35","993.79","1,694.50","966.40","62,58,019","6,21,91,55,695.70","1,68,213"
"05-Dec-2024","EQ","1,006.00","1,006.00","990.55","998.85","997.80","998.20","998.70","1,694.50","966.40","52,54,145","5,24,73,11,040.15","1,55,416"
"04-Dec-2024","EQ","1,005.00","1,005.95","990.50","998.35","1,000.00","998.85","997.48","1,694.50","966.40","42,56,690","4,24,59,76,963.60","1,20,507"
"03-Dec-2024","EQ","993.00","1,011.50","991.40","990.95","998.45","998.35","1,002.02","1,694.50","966.40","46,65,094","4,67,45,29,980.85","1,03,917"
"02-Dec-2024","EQ","990.05","993.15","979.00","995.85","991.00","990.95","985.86","1,694.50","966.40","49,69,967","4,89,96,94,857.90","1,24,971"
"29-Nov-2024","EQ","998.10","999.50","987.30","993.60","994.45","995.85","994.26","1,694.50","966.40","48,15,934","4,78,83,09,515.50","1,25,714"
"28-Nov-2024","EQ","1,005.95","1,013.40","991.35","1,001.95","993.75","993.60","1,002.27","1,694.50","966.40","48,22,835","4,83,37,75,283.10","1,53,009"
"27-Nov-2024","EQ","1,012.00","1,012.00","994.50","1,009.60","1,004.90","1,001.95","1,002.30","1,694.50","966.40","47,98,242","4,80,92,61,671.45","1,35,211"
"26-Nov-2024","EQ","1,011.70","1,017.70","998.10","1,003.50","1,009.50","1,009.60","1,008.75","1,694.50","966.40","23,90,208","2,41,11,24,838.95","79,062"
"25-Nov-2024","EQ","1,020.00","1,022.05","997.05","998.20","1,004.00","1,003.50","1,006.83","1,694.50","966.40","64,91,357","6,53,57,10,056.15","1,52,235"
"22-Nov-2024","EQ","986.00","1,002.45","981.40","981.45","998.65","998.20","994.17","1,694.50","966.40","40,26,863","4,00,33,89,793.10","1,48,134"
"21-Nov-2024","EQ","1,000.40","1,003.00","966.40","1,000.20","983.50","981.45","976.73","1,694.50","966.40","66,06,440","6,45,27,31,063.15","2,26,607"
"19-Nov-2024","EQ","1,010.50","1,032.00","998.10","1,004.60","1,002.05","1,000.20","1,016.12","1,694.50","998.10","57,18,490","5,81,06,67,092.80","1,09,149"
"18-Nov-2024","EQ","1,015.50","1,017.95","1,000.05","1,017.15","1,004.50","1,004.60","1,005.58","1,694.50","1,000.05","54,27,908","5,45,81,72,086.85","1,64,378"
"14-Nov-2024","EQ","1,043.00","1,045.00","1,015.00","1,036.70","1,018.90","1,017.15","1,024.71","1,694.50","1,015.00","26,12,235","2,67,67,90,003.85","1,12,506"
"13-Nov-2024","EQ","1,053.80","1,067.80","1,032.20","1,059.55","1,039.90","1,036.70","1,047.40","1,694.50","1,018.10","48,50,346","5,08,02,39,306.00","1,75,941"
"12-Nov-2024","EQ","1,061.30","1,065.45","1,051.55","1,060.80","1,058.50","1,059.55","1,058.84","1,694.50","1,018.10","21,86,055","2,31,46,76,464.55","85,581"
"11-Nov-2024","EQ","1,053.00","1,067.50","1,040.00","1,053.80","1,058.45","1,060.80","1,057.88","1,694.50","1,018.10","49,18,839","5,20,35,59,745.25","1,45,758"
"08-Nov-2024","EQ","1,061.45","1,061.45","1,048.05","1,056.80","1,052.00","1,053.80","1,054.02","1,694.50","1,018.10","21,07,903","2,22,17,73,637.95","78,801"
"07-Nov-2024","EQ","1,086.00","1,086.00","1,051.00","1,077.65","1,057.90","1,056.80","1,062.63","1,694.50","1,018.10","49,01,367","5,20,83,39,158.65","1,56,259"
"06-Nov-2024","EQ","1,092.30","1,098.60","1,068.25","1,090.10","1,080.20","1,077.65","1,075.92","1,694.50","1,018.10","71,53,974","7,69,71,07,798.90","1,58,679"
"05-Nov-2024","EQ","1,063.70","1,092.40","1,062.00","1,063.80","1,088.00","1,090.10","1,083.76","1,694.50","1,018.10","48,40,541","5,24,59,77,367.35","1,44,814"
"04-Nov-2024","EQ","1,067.00","1,070.50","1,054.10","1,062.50","1,063.50","1,063.80","1,063.81","1,694.50","1,018.10","51,43,749","5,47,19,84,910.75","1,86,836"
"01-Nov-2024","EQ","1,061.45","1,069.90","1,058.55","1,055.60","1,062.80","1,062.50","1,064.65","1,694.50","1,018.10","4,41,083","46,95,97,973.35","23,040"
"31-Oct-2024","EQ","1,054.00","1,066.90","1,044.00","1,056.40","1,055.00","1,055.60","1,054.16","1,694.50","1,018.10","45,09,824","4,75,40,95,242.70","1,20,059"
"30-Oct-2024","EQ","1,037.65","1,069.40","1,030.25","1,038.15","1,056.00","1,056.40","1,054.11","1,694.50","1,018.10","89,07,271","9,38,92,55,867.05","2,23,580"
"29-Oct-2024","EQ","1,058.80","1,058.80","1,018.10","1,054.80","1,039.00","1,038.15","1,033.59","1,694.50","1,018.10","79,51,124","8,21,82,19,022.95","2,40,944"
"28-Oct-2024","EQ","1,051.40","1,084.65","1,031.00","1,041.60","1,058.80","1,054.80","1,061.09","1,694.50","1,025.50","1,10,99,823","11,77,79,00,702.60","3,12,974"
"25-Oct-2024","EQ","1,163.00","1,166.75","1,025.50","1,280.05","1,037.00","1,041.60","1,071.72","1,694.50","1,025.50","5,69,35,420","61,01,88,35,534.40","8,56,656"
"24-Oct-2024","EQ","1,276.00","1,285.95","1,258.15","1,274.30","1,279.00","1,280.05","1,272.52","1,694.50","1,258.15","24,41,333","3,10,66,54,057.15","1,37,547"
"23-Oct-2024","EQ","1,274.35","1,284.90","1,266.50","1,274.35","1,270.00","1,274.30","1,276.67","1,694.50","1,266.50","48,60,497","6,20,52,36,642.30","2,08,858"
"22-Oct-2024","EQ","1,309.10","1,312.20","1,271.25","1,308.25","1,277.45","1,274.35","1,285.62","1,694.50","1,271.25","41,83,194","5,37,80,16,605.75","1,73,824"
"21-Oct-2024","EQ","1,352.05","1,353.95","1,299.60","1,347.25","1,306.45","1,308.25","1,309.92","1,694.50","1,299.60","58,62,686","7,67,96,54,983.35","1,91,789"
"18-Oct-2024","EQ","1,345.00","1,354.95","1,331.00","1,347.35","1,347.95","1,347.25","1,344.75","1,694.50","1,329.20","36,76,670","4,94,41,89,433.65","1,23,446"
"17-Oct-2024","EQ","1,348.00","1,354.25","1,337.00","1,346.30","1,345.00","1,347.35","1,343.27","1,694.50","1,329.20","13,53,852","1,81,85,94,800.40","54,183"
"16-Oct-2024","EQ","1,355.00","1,358.35","1,341.10","1,360.90","1,346.00","1,346.30","1,346.51","1,694.50","1,329.20","21,26,519","2,86,33,85,110.85","76,912"
"15-Oct-2024","EQ","1,371.00","1,374.45","1,349.45","1,370.45","1,360.95","1,360.90","1,357.94","1,694.50","1,329.20","27,75,029","3,76,83,15,263.75","98,424"
"14-Oct-2024","EQ","1,354.60","1,371.50","1,348.30","1,347.60","1,370.90","1,370.45","1,365.20","1,694.50","1,329.20","13,81,439","1,88,59,36,469.45","59,172"
"11-Oct-2024","EQ","1,360.10","1,371.30","1,339.00","1,356.40","1,347.85","1,347.60","1,348.96","1,694.50","1,329.20","27,55,874","3,71,75,54,452.90","92,580"
"10-Oct-2024","EQ","1,350.00","1,362.00","1,344.30","1,341.55","1,361.80","1,356.40","1,354.46","1,694.50","1,329.20","16,73,393","2,26,65,37,729.60","93,291"
"09-Oct-2024","EQ","1,369.00","1,371.50","1,335.55","1,359.55","1,345.95","1,341.55","1,352.22","1,694.50","1,329.20","52,69,772","7,12,58,86,893.80","1,82,808"
"08-Oct-2024","EQ","1,357.85","1,371.00","1,343.55","1,350.85","1,364.80","1,359.55","1,360.25","1,694.50","1,329.20","24,29,248","3,30,43,76,050.40","94,650"
"07-Oct-2024","EQ","1,388.00","1,394.05","1,338.20","1,382.85","1,357.95","1,350.85","1,361.13","1,694.50","1,329.20","38,78,973","5,27,97,76,370.55","1,53,243"
"04-Oct-2024","EQ","1,384.05","1,410.95","1,380.85","1,387.75","1,388.00","1,382.85","1,393.04","1,694.50","1,329.20","21,78,195","3,03,43,23,151.50","1,11,330"
"03-Oct-2024","EQ","1,404.00","1,412.70","1,382.05","1,409.70","1,390.85","1,387.75","1,395.66","1,694.50","1,329.20","20,81,630","2,90,52,47,678.60","1,41,941"
"01-Oct-2024","EQ","1,450.00","1,450.30","1,404.65","1,447.60","1,409.15","1,409.70","1,417.70","1,694.50","1,329.20","33,77,999","4,78,89,75,800.30","1,27,546"
"30-Sep-2024","EQ","1,467.00","1,474.80","1,437.00","1,462.70","1,445.00","1,447.60","1,445.87","1,694.50","1,329.20","28,88,962","4,17,70,73,930.45","1,13,295"
"27-Sep-2024","EQ","1,457.00","1,481.00","1,454.00","1,452.70","1,462.00","1,462.70","1,466.52","1,694.50","1,329.20","47,08,951","6,90,57,93,120.75","1,37,121"
"26-Sep-2024","EQ","1,445.00","1,457.30","1,437.30","1,439.50","1,453.00","1,452.70","1,446.21","1,694.50","1,329.20","33,88,674","4,90,07,32,057.30","1,45,408"
"25-Sep-2024","EQ","1,450.00","1,456.00","1,432.25","1,448.30","1,441.00","1,439.50","1,439.68","1,694.50","1,329.20","30,12,173","4,33,65,73,837.45","1,14,209"
"24-Sep-2024","EQ","1,470.10","1,474.10","1,446.00","1,465.10","1,447.00","1,448.30","1,453.66","1,694.50","1,329.20","38,93,140","5,65,93,12,625.15","1,77,189"
"23-Sep-2024","EQ","1,490.20","1,490.85","1,453.05","1,480.20","1,465.25","1,465.10","1,467.03","1,694.50","1,329.20","46,10,747","6,76,41,05,630.50","1,90,980"
"20-Sep-2024","EQ","1,488.00","1,491.95","1,473.20","1,484.75","1,482.00","1,480.20","1,482.68","1,694.50","1,329.20","53,35,400","7,91,06,84,772.90","1,38,641"
"19-Sep-2024","EQ","1,494.95","1,498.00","1,474.90","1,480.25","1,483.20","1,484.75","1,488.04","1,694.50","1,329.20","38,61,906","5,74,66,77,118.45","1,60,789"
"18-Sep-2024","EQ","1,470.00","1,488.75","1,461.15","1,466.35","1,474.95","1,480.25","1,480.38","1,694.50","1,329.20","39,66,006","5,87,11,84,673.05","1,15,606"
"17-Sep-2024","EQ","1,478.00","1,483.50","1,462.25","1,470.20","1,470.00","1,466.35","1,470.07","1,694.50","1,329.20","18,66,702","2,74,41,84,275.85","88,593"
"16-Sep-2024","EQ","1,469.95","1,473.95","1,461.10","1,464.05","1,469.00","1,470.20","1,468.50","1,694.50","1,329.20","14,95,683","2,19,64,14,705.50","56,082"
"13-Sep-2024","EQ","1,450.00","1,470.95","1,442.35","1,443.35","1,462.50","1,464.05","1,461.20","1,694.50","1,329.20","29,99,055","4,38,22,28,847.35","89,635"
"12-Sep-2024","EQ","1,425.15","1,446.50","1,420.15","1,421.20","1,444.00","1,443.35","1,436.02","1,694.50","1,329.20","24,37,399","3,50,01,64,713.95","1,02,535"
"11-Sep-2024","EQ","1,435.40","1,438.95","1,417.80","1,435.55","1,420.60","1,421.20","1,426.77","1,694.50","1,329.20","26,22,902","3,74,22,67,574.25","81,008"
"10-Sep-2024","EQ","1,428.90","1,438.50","1,420.60","1,428.10","1,437.50","1,435.55","1,433.12","1,694.50","1,329.20","24,14,043","3,45,96,10,730.80","1,33,141"
"09-Sep-2024","EQ","1,409.35","1,431.00","1,400.10","1,409.35","1,427.95","1,428.10","1,419.66","1,694.50","1,329.20","18,02,343","2,55,87,10,451.40","98,592"
"06-Sep-2024","EQ","1,426.45","1,438.20","1,401.50","1,422.90","1,412.55","1,409.35","1,412.36","1,694.50","1,329.20","26,08,515","3,68,41,62,431.00","1,22,881"
"05-Sep-2024","EQ","1,443.00","1,444.00","1,418.90","1,434.40","1,426.20","1,422.90","1,428.05","1,694.50","1,329.20","34,27,784","4,89,50,30,153.15","97,413"
"04-Sep-2024","EQ","1,417.00","1,439.25","1,417.00","1,436.70","1,433.05","1,434.40","1,432.66","1,694.50","1,329.20","29,19,356","4,18,24,36,155.10","82,117"
"03-Sep-2024","EQ","1,450.00","1,451.90","1,433.90","1,449.05","1,439.90","1,436.70","1,444.80","1,694.50","1,329.20","23,51,018","3,39,67,44,481.60","1,06,458"
"02-Sep-2024","EQ","1,425.25","1,451.25","1,425.25","1,425.25","1,449.50","1,449.05","1,442.36","1,694.50","1,329.20","40,24,426","5,80,46,87,782.00","1,25,013"
"30-Aug-2024","EQ","1,422.15","1,430.00","1,415.55","1,417.45","1,427.45","1,425.25","1,422.91","1,694.50","1,329.20","27,92,988","3,97,41,77,773.00","73,523"
"29-Aug-2024","EQ","1,414.20","1,423.05","1,405.25","1,415.75","1,415.50","1,417.45","1,415.94","1,694.50","1,329.20","33,16,387","4,69,58,13,204.90","1,05,564"
"28-Aug-2024","EQ","1,389.05","1,421.95","1,382.55","1,383.20","1,409.00","1,415.75","1,413.16","1,694.50","1,329.20","65,32,773","9,23,18,76,706.85","1,28,347"
"27-Aug-2024","EQ","1,385.90","1,387.15","1,377.55","1,384.50","1,380.05","1,383.20","1,382.77","1,694.50","1,329.20","11,67,406","1,61,42,53,224.25","39,528"
"26-Aug-2024","EQ","1,395.30","1,395.55","1,379.80","1,388.55","1,382.50","1,384.50","1,389.03","1,694.50","1,329.20","25,41,300","3,52,99,30,098.35","68,876"
"23-Aug-2024","EQ","1,382.00","1,390.30","1,373.80","1,381.90","1,389.35","1,388.55","1,383.29","1,694.50","1,329.20","22,52,945","3,11,64,75,065.50","60,188"
"22-Aug-2024","EQ","1,384.05","1,395.95","1,379.60","1,384.00","1,381.00","1,381.90","1,387.12","1,694.50","1,329.20","35,10,879","4,87,00,13,308.45","79,594"
"21-Aug-2024","EQ","1,380.00","1,387.35","1,366.40","1,381.30","1,384.65","1,384.00","1,379.88","1,694.50","1,329.20","54,41,231","7,50,82,43,208.20","1,59,557"
"20-Aug-2024","EQ","1,363.90","1,391.65","1,357.20","1,347.60","1,382.00","1,381.30","1,378.69","1,694.50","1,329.20","55,07,239","7,59,27,69,149.55","1,48,852"
"19-Aug-2024","EQ","1,370.05","1,375.80","1,345.55","1,364.15","1,349.60","1,347.60","1,356.48","1,694.50","1,329.20","58,95,105","7,99,65,81,355.10","1,11,677"
"16-Aug-2024","EQ","1,347.10","1,367.90","1,338.55","1,338.10","1,362.65","1,364.15","1,353.83","1,694.50","1,329.20","54,56,176","7,38,67,07,840.25","1,36,365"
"14-Aug-2024","EQ","1,356.95","1,356.95","1,335.95","1,350.60","1,343.00","1,338.10","1,343.43","1,694.50","1,329.20","48,68,357","6,54,02,93,586.80","1,30,366"
"13-Aug-2024","EQ","1,355.00","1,371.65","1,343.50","1,350.85","1,348.50","1,350.60","1,356.58","1,694.50","1,329.20","39,05,817","5,29,85,64,482.25","1,10,670"
"12-Aug-2024","EQ","1,349.80","1,357.60","1,336.65","1,349.80","1,349.75","1,350.85","1,349.98","1,694.50","1,329.20","44,36,342","5,98,89,72,384.75","1,41,631"
"09-Aug-2024","EQ","1,367.00","1,367.00","1,338.05","1,347.30","1,351.85","1,349.80","1,347.19","1,694.50","1,329.20","50,82,087","6,84,65,33,814.05","2,18,127"
"08-Aug-2024","EQ","1,347.95","1,355.80","1,334.00","1,345.15","1,348.80","1,347.30","1,345.05","1,694.50","1,329.20","36,69,342","4,93,54,53,208.80","1,29,177"
"07-Aug-2024","EQ","1,391.00","1,399.50","1,329.20","1,381.00","1,347.15","1,345.15","1,351.95","1,694.50","1,329.20","87,28,852","11,80,09,59,460.60","2,60,201"
"06-Aug-2024","EQ","1,395.00","1,407.30","1,376.25","1,389.45","1,379.60","1,381.00","1,390.47","1,694.50","1,359.05","24,25,599","3,37,27,15,507.60","66,802"
"05-Aug-2024","EQ","1,388.00","1,396.20","1,369.00","1,404.30","1,387.00","1,389.45","1,381.56","1,694.50","1,359.05","35,32,894","4,88,08,94,130.30","1,20,892"
"02-Aug-2024","EQ","1,413.95","1,413.95","1,392.70","1,419.85","1,405.00","1,404.30","1,404.41","1,694.50","1,354.05","32,68,026","4,58,96,33,751.10","1,09,343"
"01-Aug-2024","EQ","1,432.00","1,440.00","1,416.80","1,427.80","1,417.90","1,419.85","1,428.89","1,694.50","1,354.05","40,74,181","5,82,15,73,960.40","1,30,846"
"31-Jul-2024","EQ","1,435.00","1,435.00","1,414.05","1,429.70","1,428.00","1,427.80","1,423.76","1,694.50","1,354.05","39,26,481","5,59,03,71,787.50","1,18,453"
"30-Jul-2024","EQ","1,411.50","1,432.70","1,407.20","1,411.50","1,429.40","1,429.70","1,426.21","1,694.50","1,354.05","21,58,067","3,07,78,65,406.45","91,474"
"29-Jul-2024","EQ","1,415.00","1,444.95","1,406.45","1,403.90","1,413.00","1,411.50","1,425.25","1,694.50","1,354.05","59,55,870","8,48,86,17,050.15","2,11,378"
"26-Jul-2024","EQ","1,365.00","1,409.00","1,359.05","1,379.10","1,404.00","1,403.90","1,392.42","1,694.50","1,354.05","36,07,419","5,02,30,50,699.90","1,38,331"
"25-Jul-2024","EQ","1,389.00","1,396.55","1,374.00","1,396.65","1,379.95","1,379.10","1,381.15","1,694.50","1,354.05","36,31,639","5,01,58,55,475.85","1,17,516"
